cast,directors,genre,rating,runtime,summary,title,writers
"[{'character': 'Siri - Ekdahlska huset', 'name': 'Kristina Adolphson'}, {'character': 'Carl Ekdahl - Ekdahlska huset', 'name': 'Börje Ahlstedt'}, {'character': 'Fanny Ekdahl - Ekdahlska huset', 'name': 'Pernilla Allwin'}, {'character': 'Putte Ekdahl - Ekdahlska huset', 'name': 'Kristian Almgren'}, {'character': 'Police Superintendent Jespersson - Ekdahlska huset',
 'name': 'Carl Billquist'}, {'character': ""Witness to Bishop's Death - Ekdahlska huset"",
 'name': 'Axel Düberg'}, {'character': 'Oscar Ekdahl - Ekdahlska huset', 'name': 'Allan Edwall'}, {'character': 'Alida - Ekdahlska huset', 'name': 'Siv Ericks'}, {'character': 'Emilie Ekdahl - Ekdahlska huset', 'name': 'Ewa Fröling'}, {'character': 'Statue - Ekdahlska huset', 'name': 'Patricia Gélin'}, {'character': 'Miss Vega - Ekdahlska huset', 'name': 'Majlis Granlund'}, {'character': 'Petra Ekdahl - Ekdahlska huset', 'name': 'Maria Granlund'}, {'character': 'Alexander Ekdahl - Ekdahlska huset', 'name': 'Bertil Guve'}, {'character': 'Berta - Ekdahlska huset', 'name': 'Eva von Hanno'}, {'character': 'Aunt Emma - Ekdahlska huset', 'name': 'Sonya Hedenbratt'}]",Ingmar Bergman,Drama,244.,3h 8min,"Two young Swedish children experience the many comedies and tragedies of their family, the Ekdahls.",Fanny and Alexander,Ingmar Bergman
"[{'character': 'Peter Warne', 'name': 'Clark Gable'}, {'character': 'Ellie Andrews', 'name': 'Claudette Colbert'}, {'character': 'Alexander Andrews', 'name': 'Walter Connolly'}, {'character': 'Oscar Shapeley', 'name': 'Roscoe Karns'}, {'character': 'King Westley', 'name': 'Jameson Thomas'}, {'character': 'Danker', 'name': 'Alan Hale'}, {'character': 'Zeke', 'name': 'Arthur Hoyt'}, {'character': ""Zeke's Wife"", 'name': 'Blanche Friderici'}, {'character': 'Joe Gordon', 'name': 'Charles C. Wilson'}]",Frank Capra,Comedy,239.,1h 45min,"A renegade reporter and a crazy young heiress meet on a bus heading for New York, and end up stuck with each other when the bus leaves them behind at one of the stops.",It Happened One Night,Robert Riskin
"[{'character': 'Shôya Ishida', 'name': 'Miyu Irino'}, {'character': 'Shoko Nishimiya', 'name': 'Saori Hayami'}, {'character': 'Yuzuru Nishimiya', 'name': 'Aoi Yûki'}, {'character': 'Tomohiro Nagatsuka', 'name': 'Kenshô Ono'}, {'character': 'Naoka Ueno', 'name': 'Yûki Kaneko'}, {'character': 'Miyoko Sahara', 'name': 'Yui Ishikawa'}, {'character': 'Miki Kawai', 'name': 'Megumi Han'}, {'character': 'Satoshi Mashiba', 'name': 'Toshiyuki Toyonaga'}, {'character': 'Young Shoya Ishida', 'name': 'Mayu Matsuoka'}, {'character': 'Young Kazuki Shimada', 'name': 'Sachiko Kojima'}, {'character': 'Young Keisuke Hirose', 'name': 'Hana Takeda'}, {'character': 'Takeuchi-sensei', 'name': 'Fuminori Komatsu'}, {'character': 'Ito Nishimiya', 'name': 'Ikuko Tani'}, {'character': 'Maria Ishida', 'name': 'Erena Kamata'}, {'character': ""Shoya's sister"", 'name': 'Ayano Hamaguchi'}]",Naoko Yamada,Animation,236.,2h 10min,"A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.",A Silent Voice: The Movie,Yoshitoki Oima
"[{'character': 'Arun', 'name': 'Vishnu Vishal'}, {'character': 'Viji', 'name': 'Amala Paul'}, {'character': 'Inspector Rajamanickam', 'name': 'Radha Ravi'}, {'character': ""Arun's Houseowner"", 'name': 'Sangili Murugan'}, {'character': ""Arun's Brother-in-law"", 'name': 'Munishkanth'}, {'character': 'Christopher', 'name': 'Saravanan'}, {'character': 'Young Christopher', 'name': 'Yasar'}, {'character': ""Arun's mother"", 'name': 'Usha Elizabeth'}, {'character': ""Arun's Sister"", 'name': 'Vinodhini Vaidynathan'}, {'character': 'Ammu', 'name': 'Abhirami'}, {'character': 'Kayal', 'name': 'Monica'}, {'character': 'Venkat', 'name': 'Kaali Venkat'}, {'character': 'ACP Lakshmi', 'name': 'Suzane George'}, {'character': 'Doctor Nandhan', 'name': 'Nizhalgal Ravi'}, {'character': 'Inbaraj', 'name': 'Vinod Sagar'}]",Ram Kumar,Action,235.,2h 50min,A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally.,Raatchasan,Ram Kumar
"[{'character': 'Georgekutty', 'name': 'Mohanlal'}, {'character': 'Rani', 'name': 'Meena'}, {'character': 'Anju', 'name': 'Ansiba'}, {'character': 'Anu', 'name': 'Esther Anil'}, {'character': 'Prabhakar', 'name': 'Siddique'}, {'character': 'Geetha Prabhakar', 'name': 'Asha Sharath'}, {'character': 'Vinayachandran', 'name': 'Saikumar'}, {'character': 'IG Thomas Bastin', 'name': 'Murali Gopy'}, {'character': 'CI Philip Mathew', 'name': 'Ganesh Kumar'}, {'character': 'Saritha', 'name': 'Anjali Nair'}, {'character': 'Sabu', 'name': 'Sumesh Chandran'}, {'character': 'SI Antony Joseph', 'name': 'Antony Perumbavoor'}, {'character': 'Rajan', 'name': 'Dinesh Prabhakar'}, {'character': 'Jose', 'name': 'Ajith Koothattukulam'}, {'character': 'Sulaiman', 'name': 'Narayanan Nair'}]",Jeethu Joseph,Crime,232.,2h 32min,A gripping tale of an investigation and a family which is threatened by it. Will Georgekutty be able to protect his family this time?,Drishyam 2,Jeethu Joseph
"[{'character': 'Sullivan', 'name': 'John Goodman'}, {'character': 'Mike', 'name': 'Billy Crystal'}, {'character': 'Boo', 'name': 'Mary Gibbs'}, {'character': 'Randall', 'name': 'Steve Buscemi'}, {'character': 'Waternoose', 'name': 'James Coburn'}, {'character': 'Celia', 'name': 'Jennifer Tilly'}, {'character': 'Roz', 'name': 'Bob Peterson'}, {'character': 'Yeti', 'name': 'John Ratzenberger'}, {'character': 'Fungus', 'name': 'Frank Oz'}, {'character': 'Needleman & Smitty', 'name': 'Daniel Gerson'}, {'character': 'Floor Manager', 'name': 'Steve Susskind'}, {'character': 'Flint', 'name': 'Bonnie Hunt'}, {'character': 'Bile', 'name': 'Jeff Pidgeon'}, {'character': 'George Sanderson', 'name': 'Samuel Lord Black'}, {'character': 'Additional Voices', 'name': 'Jack Angel'}]",Pete Docter,Animation,230.,1h 32min,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.","Monsters, Inc.",David Silverman
"[{'character': 'El Chivo', 'name': 'Emilio Echevarría'}, {'character': 'Octavio', 'name': 'Gael García Bernal'}, {'character': 'Valeria', 'name': 'Goya Toledo'}, {'character': 'Daniel', 'name': 'Álvaro Guerrero'}, {'character': 'Susana', 'name': 'Vanessa Bauche'}, {'character': 'Luis', 'name': 'Jorge Salinas'}, {'character': 'Ramiro', 'name': 'Marco Pérez'}, {'character': 'Gustavo', 'name': 'Rodrigo Murray'}, {'character': 'Jorge', 'name': 'Humberto Busto'}, {'character': 'Mauricio', 'name': 'Gerardo Campbell'}, {'character': 'Tía Luisa (Aunt Luisa)', 'name': 'Rosa María Bianchi'}, {'character': ""Mama Susana (Susana's Mother)"", 'name': 'Dunia Saldívar'}, {'character': ""Mama Octavio (Octavio's Mother)"", 'name': 'Adriana Barraza'}, {'character': 'Leonardo', 'name': 'José Sefami'}, {'character': 'Maru', 'name': 'Lourdes Echevarría'}]",Alejandro G. Iñárritu,Drama,231.,2h 34min,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",Amores Perros,Guillermo Arriaga
"[{'character': ""'Maxim' de Winter"", 'name': 'Laurence Olivier'}, {'character': 'Mrs. de Winter', 'name': 'Joan Fontaine'}, {'character': 'Jack Favell', 'name': 'George Sanders'}, {'character': 'Mrs. Danvers', 'name': 'Judith Anderson'}, {'character': 'Major Giles Lacy', 'name': 'Nigel Bruce'}, {'character': 'Frank Crawley', 'name': 'Reginald Denny'}, {'character': 'Colonel Julyan', 'name': 'C. Aubrey Smith'}, {'character': 'Beatrice Lacy', 'name': 'Gladys Cooper'}, {'character': 'Mrs. Van Hopper', 'name': 'Florence Bates'}, {'character': 'Coroner', 'name': 'Melville Cooper'}, {'character': 'Dr. Baker', 'name': 'Leo G. Carroll'}, {'character': 'Ben', 'name': 'Leonard Carey'}, {'character': 'Tabbs', 'name': 'Lumsden Hare'}, {'character': 'Frith', 'name': 'Edward Fielding'}, {'character': 'Robert', 'name': 'Philip Winter'}]",Alfred Hitchcock,Drama,229.,2h 10min,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,Rebecca,Daphne Du Maurier
"[{'character': 'Andrey Rublev', 'name': 'Anatoliy Solonitsyn'}, {'character': 'Kirill', 'name': 'Ivan Lapikov'}, {'character': 'Daniil Chyornyy', 'name': 'Nikolay Grinko'}, {'character': 'Feofan Grek', 'name': 'Nikolay Sergeev'}, {'character': 'Durochka', 'name': 'Irina Tarkovskaya'}, {'character': 'Boriska', 'name': 'Nikolay Burlyaev'}, {'character': 'Velikiy knyaz, Malyy knyaz', 'name': 'Yuriy Nazarov'}, {'character': 'Patrikey, monakh', 'name': 'Yuriy Nikulin'}, {'character': 'Skomorokh', 'name': 'Rolan Bykov'}, {'character': 'Stepan, sotnik Velikogo knyazya', 'name': 'Nikolay Grabbe'}, {'character': 'Foma, monakh', 'name': 'Mikhail Kononov'}, {'character': 'Starshiy liteyshchik', 'name': 'Stepan Krylov'}, {'character': 'Tatarskiy khan', 'name': 'Bolot Beyshenaliev'}, {'character': 'Pyotr', 'name': 'B. Matysik'}, {'character': 'Aleksey, monakh', 'name': 'Anatoliy Obukhov'}]",Andrei Tarkovsky,Biography,228.,3h 25min,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev.",Andrei Rublev,Andrey Konchalovskiy
"[{'character': 'James Hunt', 'name': 'Chris Hemsworth'}, {'character': 'Niki Lauda', 'name': 'Daniel Brühl'}, {'character': 'Suzy Miller', 'name': 'Olivia Wilde'}, {'character': 'Marlene Lauda', 'name': 'Alexandra Maria Lara'}, {'character': 'Clay Regazzoni', 'name': 'Pierfrancesco Favino'}, {'character': 'Louis Stanley', 'name': 'David Calder'}, {'character': 'Nurse Gemma', 'name': 'Natalie Dormer'}, {'character': 'Alastair Caldwell', 'name': 'Stephen Mangan'}, {'character': 'Lord Hesketh', 'name': 'Christian McKay'}, {'character': 'Stirling Moss', 'name': 'Alistair Petrie'}, {'character': ""Anthony 'Bubbles' Horsley"", 'name': 'Julian Rhind-Tutt'}, {'character': 'Teddy Mayer', 'name': 'Colin Stinton'}, {'character': ""Harvey 'Doc' Postlethwaite"", 'name': 'Jamie de Courcey'}, {'character': 'Enzo Ferrari', 'name': 'Augusto Dallara'}, {'character': 'Luca Di Montezemolo', 'name': 'Ilario Calvo'}]",Ron Howard,Action,227.,2h 3min,The merciless 1970s rivalry between Formula One rivals,Rush,Peter Morgan
"[{'character': 'Chris McCandless', 'name': 'Emile Hirsch'}, {'character': 'Billie McCandless', 'name': 'Marcia Gay Harden'}, {'character': 'Walt McCandless', 'name': 'William Hurt'}, {'character': 'Carine McCandless', 'name': 'Jena Malone'}, {'character': 'Rainey', 'name': 'Brian H. Dierker'}, {'character': 'Jan Burres', 'name': 'Catherine Keener'}, {'character': 'Wayne Westerberg', 'name': 'Vince Vaughn'}, {'character': 'Tracy Tatro', 'name': 'Kristen Stewart'}, {'character': 'Ron Franz', 'name': 'Hal Holbrook'}, {'character': 'Jim Gallien', 'name': 'Jim Gallien'}, {'character': 'Graduation Reader', 'name': ""James O'Neill""}, {'character': 'Waitress', 'name': 'Malinda McCollum'}, {'character': 'Building Manager', 'name': 'Paul Knauls'}, {'character': 'Kevin', 'name': 'Zach Galifianakis'}, {'character': ""Wayne's Crew #1"", 'name': 'Craig Mutsch'}]",Sean Penn,Adventure,226.,2h 28min,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",Into the Wild,Sean Penn
"[{'character': 'Policeman', 'name': 'Xolani Mali'}, {'character': 'Paul Rusesabagina', 'name': 'Don Cheadle'}, {'character': 'Dube', 'name': 'Desmond Dube'}, {'character': 'George Rutaganda', 'name': 'Hakeem Kae-Kazim'}, {'character': 'Gregoire', 'name': 'Tony Kgoroge'}, {'character': 'Receptionist', 'name': 'Rosie Motene'}, {'character': 'Jean Jacques', 'name': 'Neil McCarthy'}, {'character': 'Head Chef', 'name': ""Mabutho 'Kid' Sithole""}, {'character': 'Colonel Oliver', 'name': 'Nick Nolte'}, {'character': 'General Bizimungu', 'name': 'Fana Mokoena'}, {'character': 'Old Guard', 'name': 'Jeremiah Ndlovu'}, {'character': 'Tatiana Rusesabagina', 'name': 'Sophie Okonedo'}, {'character': 'Odette', 'name': 'Lebo Mashile'}, {'character': 'Thomas Mirama', 'name': 'Antonio David Lyons'}, {'character': 'Fedens', 'name': 'Leleti Khumalo'}]",Terry George,Biography,225.,2h 1min,,Hotel Rwanda,Keir Pearson
"[{'character': 'Rocky', 'name': 'Sylvester Stallone'}, {'character': 'Adrian', 'name': 'Talia Shire'}, {'character': 'Paulie', 'name': 'Burt Young'}, {'character': 'Apollo', 'name': 'Carl Weathers'}, {'character': 'Mickey', 'name': 'Burgess Meredith'}, {'character': 'Jergens', 'name': 'Thayer David'}, {'character': 'Gazzo', 'name': 'Joe Spinell'}, {'character': 'Mike', 'name': 'Jimmy Gambina'}, {'character': 'Fight Announcer', 'name': 'Bill Baldwin'}, {'character': 'Cut Man', 'name': 'Al Silvani'}, {'character': 'Ice Rink Attendant', 'name': 'George Memmoli'}, {'character': 'Marie', 'name': 'Jodi Letizia'}, {'character': 'TV Commentator', 'name': 'Diana Lewis'}, {'character': 'TV Commentator', 'name': ""George O'Hanlon""}, {'character': 'TV Interviewer', 'name': 'Larry Carroll'}]",John G. Avildsen,Drama,234.,2h,A small-time boxer gets a supremely rare chance to fight a heavyweight champion in a bout in which he strives to go the distance for his self-respect.,Rocky,Sylvester Stallone
"[{'character': 'Mike Rezendes', 'name': 'Mark Ruffalo'}, {'character': ""Walter 'Robby' Robinson"", 'name': 'Michael Keaton'}, {'character': 'Sacha Pfeiffer', 'name': 'Rachel McAdams'}, {'character': 'Marty Baron', 'name': 'Liev Schreiber'}, {'character': 'Ben Bradlee Jr.', 'name': 'John Slattery'}, {'character': 'Matt Carroll', 'name': ""Brian d'Arcy James""}, {'character': 'Mitchell Garabedian', 'name': 'Stanley Tucci'}, {'character': 'Barbara', 'name': 'Elena Wohl'}, {'character': 'Steve Kurkjian', 'name': 'Gene Amoroso'}, {'character': 'Peter Canellos', 'name': 'Doug Murray'}, {'character': 'Helen Donovan', 'name': 'Sharon McFarlane'}, {'character': 'Jim Sullivan', 'name': 'Jamey Sheridan'}, {'character': 'Phil Saviano', 'name': 'Neal Huff'}, {'character': 'Eric Macleish', 'name': 'Billy Crudup'}, {'character': 'Court Clerk Mark', 'name': 'Robert B. Kennedy'}]",Tom McCarthy,Biography,224.,2h 9min,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",Spotlight,Josh Singer
"[{'character': 'Wise Man #2', 'name': 'Graham Chapman'}, {'character': 'Wise Man #1', 'name': 'John Cleese'}, {'character': 'Man Even Further Forward', 'name': 'Terry Gilliam'}, {'character': 'Mr. Cheeky', 'name': 'Eric Idle'}, {'character': 'Mandy Cohen', 'name': 'Terry Jones'}, {'character': 'Wise Man #3', 'name': 'Michael Palin'}, {'character': 'Gregory', 'name': 'Terence Bayler'}, {'character': 'Mrs. Gregory', 'name': 'Carol Cleveland'}, {'character': 'Jesus', 'name': 'Kenneth Colley'}, {'character': 'A Weedy Samaritan', 'name': 'Neil Innes'}, {'character': 'False Prophet', 'name': 'Charles McKeown'}, {'character': 'Matthias, Son of Deuteronomy of Gath', 'name': 'John Young'}, {'character': 'Mrs. Big Nose', 'name': 'Gwen Taylor'}, {'character': 'Judith', 'name': 'Sue Jones-Davies'}, {'character': None, 'name': 'Peter Brett'}]",Terry Jones,Comedy,223.,1h 34min,Born on the original Christmas in the stable next door to,Monty Python's Life of Brian,Graham Chapman
"[{'character': 'Parker Wilson', 'name': 'Richard Gere'}, {'character': 'Cate Wilson', 'name': 'Joan Allen'}, {'character': 'Ken', 'name': 'Cary-Hiroyuki Tagawa'}, {'character': 'Andy', 'name': 'Sarah Roemer'}, {'character': 'Carl', 'name': 'Jason Alexander'}, {'character': 'Jasjeet', 'name': 'Erick Avari'}, {'character': 'Mary Anne', 'name': 'Davenia McFadden'}, {'character': 'Michael', 'name': 'Robbie Sublett'}, {'character': 'Ronnie (11 Years)', 'name': 'Kevin DeCoste'}, {'character': 'Teddy Barnes', 'name': 'Rob Degnan'}, {'character': 'Heather', 'name': 'Tora Hallström'}, {'character': 'Myra', 'name': 'Donna Sorbello'}, {'character': 'Milton - The Butcher', 'name': 'Frank S. Aronson'}, {'character': 'Sal', 'name': 'Troy Doherty'}, {'character': 'Student Pianist', 'name': 'Ian Sherman'}]",Lasse Hallström,Biography,221.,1h 33min,A college professor bonds with an abandoned dog he takes into his home.,Hachi: A Dog's Tale,Stephen P. Lindsey
"[{'character': 'King', 'name': 'Keith David'}, {'character': 'Big Harold', 'name': 'Forest Whitaker'}, {'character': 'Rhah', 'name': 'Francesco Quinn'}, {'character': 'Bunny', 'name': 'Kevin Dillon'}, {'character': ""Sgt. O'Neill"", 'name': 'John C. McGinley'}, {'character': 'Junior', 'name': 'Reggie Johnson'}, {'character': 'Lt. Wolfe', 'name': 'Mark Moses'}, {'character': 'Francis', 'name': 'Corey Glover'}, {'character': 'Lerner', 'name': 'Johnny Depp'}, {'character': 'Crawford', 'name': 'Chris Pedersen'}, {'character': 'Gardner', 'name': 'Bob Orwig'}, {'character': 'Manny', 'name': 'Corkey Ford'}, {'character': 'Tex', 'name': 'David Neidorf'}, {'character': 'Sgt. Barnes', 'name': 'Tom Berenger'}, {'character': 'Sgt. Elias', 'name': 'Willem Dafoe'}]",Oliver Stone,Drama,220.,2h,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",Platoon,Oliver Stone
"[{'character': 'Vinz', 'name': 'Vincent Cassel'}, {'character': 'Hubert', 'name': 'Hubert Koundé'}, {'character': 'Saïd', 'name': 'Saïd Taghmaoui'}, {'character': 'Abdel', 'name': 'Abdel Ahmed Ghili'}, {'character': 'Santo', 'name': 'Solo'}, {'character': 'Ordinary Guy', 'name': 'Joseph Momo'}, {'character': 'Sarah', 'name': 'Héloïse Rauth'}, {'character': ""Vinz's Grandmother"", 'name': 'Rywka Wajsbrot'}, {'character': ""Vinz's Aunt"", 'name': 'Olga Abrego'}, {'character': 'Cook', 'name': 'Laurent Labasse'}, {'character': ""Saïd's Brother"", 'name': 'Choukri Gabteni'}, {'character': 'Boy Blague', 'name': 'Nabil Ben Mhamed'}, {'character': 'Benoît', 'name': 'Benoît Magimel'}, {'character': 'Médard', 'name': 'Médard Niang'}, {'character': 'Arash', 'name': 'Arash Mansour'}]",Mathieu Kassovitz,Crime,222.,1h 38min,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,La Haine,Mathieu Kassovitz
"[{'character': 'Baran', 'name': 'Sener Sen'}, {'character': 'Cumali', 'name': 'Ugur Yücel'}, {'character': 'Keje', 'name': 'Sermin Hürmeriç'}, {'character': 'Emel', 'name': 'Yesim Salkim'}, {'character': 'Berfo', 'name': 'Kamran Usluer'}, {'character': 'Mother of Emel', 'name': 'Ülkü Duru'}, {'character': 'Sedat', 'name': 'Özkan Ugur'}, {'character': 'Andref Miskin', 'name': 'Necdet Mahfi Ayral'}, {'character': 'Artist Kemal', 'name': 'Kayhan Yildizoglu'}, {'character': 'Sevim', 'name': 'Güven Hokna'}, {'character': 'Mustafa', 'name': 'Kemal Inci'}, {'character': 'Demircan', 'name': 'Melih Çardak'}, {'character': 'Laz Naci', 'name': 'Settar Tanriögen'}, {'character': 'Deli Selim', 'name': 'Celal Perk'}, {'character': 'Cimbom', 'name': 'Ümit Çirak'}]",Yavuz Turgul,Crime,218.,2h 8min,"Baran the Bandit, released from prison after 35 years, searches for vengeance and his lover.",The Bandit,Yavuz Turgul
